File Index,Sample #,Date Time,11.5,15.4,20.5,27.4,36.5,48.7,64.9,86.6,115.5,154,205.4,273.8,365.2,Total Conc,Median (nm),Mean (nm),Geo Mean (nm),Mode (nm),GSD,Particle Density (g/cc),Firmware Version,Status
14,283,14:05:04,0,195.9252,27.5056,0,124.1427,5839.4492,13200.6934,17511.8691,14943.3125,7004.5591,0,0,0,58847.4569,90.2495,92.9598,87.6135,86.5964,1.4227,1.2,1.3,No errors
14,284,14:06:04,0,45.0403,212.4662,0,0,1227.5804,5471.0732,9277.1963,9420.4063,5630.75,587.4616,0,0,31871.9743,100.2273,103.5101,97.5467,115.4782,1.4293,1.2,1.3,No errors
14,285,14:07:04,0,3.1483,188.3733,0,0,192.2506,2929.9128,5853.8608,6559.1074,4406.502,992.0397,0,0,21125.195,108.2045,111.2504,104.8991,115.4782,1.4271,1.2,1.3,No errors
14,286,14:08:04,0,0,151.8578,0,0,0,1821.1849,4091.1526,4850.6909,3463.5427,1000.425,0,0,15378.854,112.3279,115.3929,108.8054,115.4782,1.4289,1.2,1.3,No errors
14,287,14:09:04,0,0,122.9578,0,0,0,1259.6927,3007.8784,3653.4282,2685.8567,879.1824,0,0,11608.9963,114.0793,117.2224,110.3811,115.4782,1.4366,1.2,1.3,No errors
14,288,14:10:04,0,0,97.7713,0,0,0,882.5371,2277.1204,2867.8774,2192.5745,806.2078,0,0,9124.0885,116.3668,119.5608,112.5158,115.4782,1.4405,1.2,1.3,No errors
14,289,14:11:04,0,0,82.1043,18.6099,0,0,626.7854,1820.4661,2390.2175,1887.2487,738.2281,0,0,7563.66,118.4328,121.4731,114.1847,115.4782,1.4494,1.2,1.3,No errors
14,290,14:12:04,0,0,60.6204,5.5608,0,0,467.557,1354.4404,1832.3584,1525.4032,688.3953,0,0,5934.3355,120.8805,124.1775,116.7233,115.4782,1.448,1.2,1.3,No errors
14,291,14:13:04,0,0,52.143,22.6883,0,0,369.6443,1155.7195,1580.8928,1318.9481,600.7101,0,0,5100.7462,121.2912,124.4527,116.7826,115.4782,1.4592,1.2,1.3,No errors
14,292,14:14:04,0,0,46.5739,16.809,0,0,304.3621,977.7193,1351.8113,1138.7766,527.2388,0,0,4363.291,121.8817,125.0401,117.3466,115.4782,1.4594,1.2,1.3,No errors
14,293,14:15:04,0,0,36.3913,18.5586,0,0,231.3734,783.4021,1114.9639,968.9365,476.2038,0,0,3629.8295,123.5595,126.6927,118.8603,115.4782,1.462,1.2,1.3,No errors
14,294,14:16:04,0,0,32.6028,23.2544,0,0,191.8497,680.7651,971.0179,836.2975,400.4313,0,0,3136.2187,123.2352,126.2224,118.2755,115.4782,1.47,1.2,1.3,No errors
14,295,14:17:04,0,0,25.1133,20.4463,0,0,153.401,562.8836,828.6449,745.4677,392.0868,10.2256,0,2738.2693,125.7337,129.1269,120.9154,115.4782,1.4712,1.2,1.3,No errors
14,296,14:18:04,0,0,21.2135,12.7423,0,0,137.2071,477.989,699.0671,631.4532,337.773,17.4294,0,2334.8747,126.021,129.8521,121.5529,115.4782,1.4694,1.2,1.3,No errors
14,297,14:19:04,0,0,20.1122,28.1762,0,0,100.4564,439.9313,650.2318,570.6537,283.5978,0,0,2093.1595,124.7681,127.5613,119.2781,115.4782,1.4849,1.2,1.3,No errors
14,298,14:20:04,0,0,15.7076,8.321,0,0,96.0542,339.1848,502.3319,467.5331,271.6911,45.0216,0,1745.8454,128.7867,134.1966,124.9637,115.4782,1.4877,1.2,1.3,No errors
14,299,14:21:04,0,0,14.192,9.1975,0,0,86.1984,310.0066,454.974,416.9749,236.7099,34.6776,0,1562.9309,127.8397,132.9823,123.8689,115.4782,1.4879,1.2,1.3,No errors
14,300,14:22:04,0,0,13.0561,12.0364,0,0,69.9193,276.5475,417.699,388.7482,221.9856,30.8671,0,1430.8592,128.7793,133.6425,124.4112,115.4782,1.4942,1.2,1.3,No errors
14,301,14:23:04,0,0,11.8655,11.8516,0,0,58.9701,242.3259,368.9109,342.988,192.7353,22.1513,0,1251.7986,128.5217,132.9652,123.8442,115.4782,1.4947,1.2,1.3,No errors
14,302,14:24:04,0,0,9.9141,11.6204,0,0,46.914,207.274,323.7801,308.0571,179.3368,26.8347,0,1113.7312,130.2979,135.1505,125.7113,115.4782,1.5003,1.2,1.3,No errors
14,303,14:25:04,0,0,3.8785,1.2458,0,0,24.0139,90.8602,156.1904,169.01,117.1565,36.7791,0,599.1345,140.9514,146.435,136.3125,153.9927,1.4841,1.2,1.3,No errors
14,304,14:26:04,0,0,8.2678,10.5135,0,0,30.4414,162.3184,261.097,252.883,151.0975,27.0735,0,903.6922,132.0519,137.2436,127.4991,115.4782,1.5076,1.2,1.3,No errors
14,305,14:27:04,0,0,6.0088,3.8897,0,0,36.5949,138.5434,218.1775,217.5266,140.0335,37.5988,0,798.3732,134.1133,140.7215,130.6855,115.4782,1.4967,1.2,1.3,No errors
14,306,14:28:04,0,0,6.482,9.8353,0,0,30.779,143.7363,214.3399,193.4002,106.8086,12.6095,0,717.9909,127.4755,131.9912,122.7079,115.4782,1.505,1.2,1.3,No errors
14,307,14:29:04,0,0,5.8192,2.8917,0,0,30.8998,117.4211,186.9789,187.8361,120.6989,30.83,0,683.3757,134.3168,140.6536,130.6525,153.9927,1.4975,1.2,1.3,No errors
14,308,14:30:04,0,0,5.1735,4.8831,0,0,28.4203,113.0605,165.6615,150.4766,85.6824,13.6193,0,566.9773,127.8782,133.1682,123.8167,115.4782,1.4979,1.2,1.3,No errors
14,309,14:31:04,0,0,3.959,0,0,0,26.4669,87.9965,141.3924,144.0285,91.7038,20.8742,0,516.4213,134.3531,140.341,130.9339,153.9927,1.4735,1.2,1.3,No errors
14,310,14:32:04,0,0,6.6069,5.3606,0,0,25.0206,105.0257,152.8423,133.4256,67.2018,0,0,495.4834,124.3478,127.1459,118.6274,115.4782,1.4974,1.2,1.3,No errors
14,311,14:33:04,0,0,4.1084,3.1855,0,0,21.8273,79.2969,121.9228,117.1659,70.1931,13.4017,0,431.1015,130.6476,136.0752,126.3049,115.4782,1.5055,1.2,1.3,No errors
14,312,14:34:04,0.2208,0.3391,0.3242,0.19,1.2948,2.189,2.0817,1.034,0.7165,1.0951,1.2313,0.8241,0.0108,11.5514,67.9035,98.004,73.9167,48.6968,2.161,1.2,1.3,No errors
14,313,14:35:04,0.1665,0.186,0.6246,0.9441,0.9896,0.9024,0.8416,0.7874,0.6277,0.2984,0,0,0,6.3683,46.9113,57.2867,46.8927,36.5174,1.9031,1.2,1.3,No errors
14,314,14:36:04,0.3663,1.1219,0.3265,0.3732,0.8284,1.4275,1.7228,1.5608,0.6382,0,0,0.2586,0.4223,9.0465,57.6914,75.604,52.5494,64.9382,2.2961,1.2,1.3,No errors
